activity_id,date,deal_id,owner,activity_type,outcome,duration_min
ACT-002161,2025-12-15,D-00400,Bruno (AE),Email,Connected,0
ACT-002162,2025-10-03,D-00403,Carla (AE),Email,Connected,0
ACT-002163,2026-02-13,D-00093,Eva (SDR),WhatsApp,Sent Proposal,0
ACT-002164,2025-01-03,D-00231,Eva (SDR),Call,No Answer,46
ACT-002165,2024-12-29,D-00103,Bruno (AE),Meeting,Sent Proposal,39
ACT-002166,2025-05-15,D-00481,Carla (AE),Meeting,Connected,29
ACT-002167,2025-04-05,D-00441,Eva (SDR),Meeting,Connected,23
ACT-002168,2025-09-02,D-00387,Bruno (AE),WhatsApp,Follow-up,0
ACT-002169,2025-01-30,D-00415,Diego (AE),Email,No Answer,0
ACT-002170,2025-01-23,D-00016,Diego (AE),Call,No Answer,71
ACT-002171,2025-05-21,D-00122,Carla (AE),Meeting,Follow-up,67
ACT-002172,2026-02-06,D-00075,Carla (AE),Call,Demo Scheduled,59
ACT-002173,2025-09-24,D-00185,Carla (AE),Email,Connected,0
ACT-002174,2026-02-15,D-00466,Carla (AE),Call,Follow-up,21
ACT-002175,2024-11-04,D-00023,Bruno (AE),Call,Demo Scheduled,50
ACT-002176,2026-02-08,D-00466,Carla (AE),Email,No Answer,0
ACT-002177,2025-10-10,D-00081,Ana (AE),WhatsApp,Sent Proposal,0
ACT-002178,2026-02-12,D-00378,Carla (AE),Call,Connected,64
ACT-002179,2025-12-09,D-00370,Diego (AE),Meeting,Sent Proposal,20
ACT-002180,2026-02-16,D-00472,Eva (SDR),Email,Follow-up,0
ACT-002181,2026-02-16,D-00142,Carla (AE),Email,Follow-up,0
ACT-002182,2026-02-09,D-00077,Eva (SDR),Meeting,Demo Scheduled,75
ACT-002183,2025-03-13,D-00149,Ana (AE),Call,Follow-up,56
ACT-002184,2026-02-14,D-00142,Carla (AE),Email,Connected,0
ACT-002185,2025-11-24,D-00489,Bruno (AE),Meeting,Connected,11
ACT-002186,2025-08-24,D-00271,Diego (AE),Email,Connected,0
ACT-002187,2024-11-18,D-00355,Ana (AE),Email,Demo Scheduled,0
ACT-002188,2025-12-19,D-00047,Bruno (AE),Email,Follow-up,0
ACT-002189,2025-11-30,D-00003,Carla (AE),Call,Demo Scheduled,51
ACT-002190,2025-02-22,D-00509,Ana (AE),WhatsApp,Connected,0
ACT-002191,2025-09-24,D-00051,Eva (SDR),Meeting,Connected,48
ACT-002192,2025-02-14,D-00420,Diego (AE),Demo,No Answer,32
ACT-002193,2025-08-28,D-00140,Eva (SDR),WhatsApp,No Answer,0
ACT-002194,2025-02-04,D-00182,Eva (SDR),Call,Follow-up,46
ACT-002195,2025-12-20,D-00287,Ana (AE),Call,No Answer,71
ACT-002196,2025-01-08,D-00188,Eva (SDR),Meeting,Follow-up,35
ACT-002197,2026-01-07,D-00093,Eva (SDR),Demo,Connected,74
ACT-002198,2025-01-21,D-00383,Bruno (AE),Email,Connected,0
ACT-002199,2025-04-08,D-00360,Diego (AE),Meeting,Demo Scheduled,12
ACT-002200,2025-01-05,D-00094,Diego (AE),Meeting,Sent Proposal,27
ACT-002201,2025-10-27,D-00475,Diego (AE),Demo,Follow-up,45
ACT-002202,2025-06-09,D-00191,Eva (SDR),Call,Demo Scheduled,51
ACT-002203,2025-02-10,D-00233,Eva (SDR),Call,Follow-up,30
ACT-002204,2026-02-17,D-00045,Eva (SDR),Email,Demo Scheduled,0
ACT-002205,2025-06-06,D-00322,Ana (AE),Call,No Answer,16
ACT-002206,2026-01-18,D-00517,Ana (AE),WhatsApp,Follow-up,0
ACT-002207,2026-02-04,D-00336,Carla (AE),Email,Demo Scheduled,0
ACT-002208,2026-02-16,D-00145,Eva (SDR),Meeting,No Answer,32
ACT-002209,2026-02-15,D-00423,Bruno (AE),Call,Connected,65
ACT-002210,2025-06-24,D-00119,Bruno (AE),WhatsApp,Connected,0
ACT-002211,2026-02-11,D-00145,Eva (SDR),Call,No Answer,73
ACT-002212,2025-11-27,D-00085,Eva (SDR),Demo,Follow-up,14
ACT-002213,2025-02-19,D-00037,Eva (SDR),Email,Connected,0
ACT-002214,2025-04-27,D-00413,Diego (AE),Meeting,Connected,42
ACT-002215,2026-02-18,D-00219,Carla (AE),Email,Connected,0
ACT-002216,2025-08-31,D-00248,Bruno (AE),Demo,Connected,72
ACT-002217,2025-04-29,D-00062,Ana (AE),Demo,Sent Proposal,60
ACT-002218,2025-04-26,D-00040,Bruno (AE),Email,Follow-up,0
ACT-002219,2024-12-15,D-00225,Diego (AE),Demo,Sent Proposal,69
ACT-002220,2025-07-10,D-00200,Carla (AE),Email,Connected,0
ACT-002221,2025-06-21,D-00234,Carla (AE),Demo,Demo Scheduled,43
ACT-002222,2025-03-26,D-00416,Ana (AE),Meeting,No Answer,11
ACT-002223,2025-06-23,D-00457,Carla (AE),Demo,Follow-up,55
ACT-002224,2025-07-31,D-00369,Ana (AE),Meeting,No Answer,51
ACT-002225,2025-01-03,D-00407,Eva (SDR),Call,Connected,6
ACT-002226,2025-05-26,D-00035,Carla (AE),Demo,Sent Proposal,46
ACT-002227,2025-12-26,D-00110,Diego (AE),Email,Follow-up,0
ACT-002228,2025-11-02,D-00029,Diego (AE),Demo,Connected,15
ACT-002229,2025-01-14,D-00103,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-002230,2025-07-25,D-00098,Ana (AE),Demo,Connected,47
ACT-002231,2026-02-02,D-00303,Eva (SDR),Meeting,Connected,27
ACT-002232,2024-10-15,D-00173,Carla (AE),Email,Follow-up,0
ACT-002233,2025-12-14,D-00240,Diego (AE),WhatsApp,Sent Proposal,0
ACT-002234,2026-02-06,D-00086,Carla (AE),Call,Connected,15
ACT-002235,2025-10-29,D-00139,Carla (AE),Email,No Answer,0
ACT-002236,2025-10-04,D-00366,Ana (AE),Call,Demo Scheduled,11
ACT-002237,2025-12-29,D-00081,Ana (AE),Call,Connected,28
ACT-002238,2025-09-21,D-00356,Bruno (AE),Email,Follow-up,0
ACT-002239,2025-09-03,D-00348,Diego (AE),Email,Connected,0
ACT-002240,2025-08-23,D-00505,Ana (AE),WhatsApp,Follow-up,0
ACT-002241,2026-02-14,D-00133,Carla (AE),Meeting,Connected,50
ACT-002242,2025-08-10,D-00375,Eva (SDR),Demo,Follow-up,13
ACT-002243,2025-07-25,D-00050,Bruno (AE),Demo,Connected,32
ACT-002244,2024-12-23,D-00312,Ana (AE),Call,Demo Scheduled,20
ACT-002245,2025-05-22,D-00004,Diego (AE),Email,Sent Proposal,0
ACT-002246,2025-11-25,D-00220,Ana (AE),Call,Follow-up,41
ACT-002247,2024-10-29,D-00066,Ana (AE),Meeting,Follow-up,17
ACT-002248,2026-02-04,D-00227,Diego (AE),Email,Follow-up,0
ACT-002249,2025-05-26,D-00179,Ana (AE),Email,Demo Scheduled,0
ACT-002250,2025-08-23,D-00250,Carla (AE),Meeting,No Answer,10
ACT-002251,2025-12-26,D-00371,Ana (AE),Call,Connected,67
ACT-002252,2025-10-15,D-00014,Ana (AE),Email,No Answer,0
ACT-002253,2024-11-07,D-00061,Eva (SDR),Meeting,Follow-up,66
ACT-002254,2025-12-16,D-00270,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-002255,2026-01-15,D-00491,Carla (AE),Email,Follow-up,0
ACT-002256,2026-02-04,D-00224,Ana (AE),Call,Demo Scheduled,44
ACT-002257,2026-02-16,D-00384,Eva (SDR),Call,Connected,67
ACT-002258,2024-12-28,D-00470,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-002259,2026-01-31,D-00343,Diego (AE),Call,Connected,49
ACT-002260,2025-05-06,D-00012,Eva (SDR),Email,Sent Proposal,0
ACT-002261,2025-09-21,D-00321,Ana (AE),Call,No Answer,41
ACT-002262,2025-06-19,D-00109,Ana (AE),Meeting,Connected,12
ACT-002263,2025-12-19,D-00192,Eva (SDR),WhatsApp,Connected,0
ACT-002264,2025-12-22,D-00227,Diego (AE),Email,Connected,0
ACT-002265,2024-09-18,D-00016,Diego (AE),Meeting,Follow-up,58
ACT-002266,2025-12-31,D-00048,Eva (SDR),Call,Follow-up,74
ACT-002267,2025-08-30,D-00424,Diego (AE),Email,Connected,0
ACT-002268,2024-12-22,D-00120,Ana (AE),Email,No Answer,0
ACT-002269,2025-11-22,D-00140,Eva (SDR),Demo,Connected,47
ACT-002270,2025-06-24,D-00468,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-002271,2025-07-20,D-00462,Diego (AE),Demo,Demo Scheduled,16
ACT-002272,2025-02-24,D-00176,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-002273,2025-02-19,D-00320,Diego (AE),Email,Connected,0
ACT-002274,2025-11-13,D-00247,Ana (AE),Meeting,Demo Scheduled,6
ACT-002275,2026-02-11,D-00145,Eva (SDR),Email,Follow-up,0
ACT-002276,2025-11-17,D-00080,Ana (AE),Email,No Answer,0
ACT-002277,2025-02-03,D-00026,Eva (SDR),Call,Sent Proposal,19
ACT-002278,2025-03-05,D-00094,Diego (AE),WhatsApp,Connected,0
ACT-002279,2025-03-13,D-00007,Eva (SDR),Call,Follow-up,26
ACT-002280,2026-02-12,D-00102,Carla (AE),WhatsApp,Follow-up,0
ACT-002281,2024-10-13,D-00176,Diego (AE),Email,Sent Proposal,0
ACT-002282,2026-02-18,D-00128,Ana (AE),Meeting,No Answer,5
ACT-002283,2025-12-25,D-00375,Eva (SDR),Call,Connected,19
ACT-002284,2025-11-28,D-00516,Ana (AE),Call,No Answer,75
ACT-002285,2026-01-01,D-00084,Bruno (AE),Meeting,No Answer,65
ACT-002286,2025-10-06,D-00172,Carla (AE),Email,Follow-up,0
ACT-002287,2025-06-01,D-00052,Eva (SDR),Demo,No Answer,32
ACT-002288,2026-01-13,D-00069,Ana (AE),Demo,Follow-up,24
ACT-002289,2025-03-04,D-00492,Eva (SDR),WhatsApp,Connected,0
ACT-002290,2025-01-27,D-00319,Diego (AE),Meeting,Sent Proposal,22
ACT-002291,2025-02-08,D-00173,Carla (AE),Call,Connected,75
ACT-002292,2026-02-11,D-00219,Carla (AE),Email,Connected,0
ACT-002293,2025-03-13,D-00235,Ana (AE),Meeting,Connected,37
ACT-002294,2026-01-21,D-00091,Bruno (AE),Email,Sent Proposal,0
ACT-002295,2025-10-15,D-00217,Bruno (AE),Demo,Demo Scheduled,19
ACT-002296,2025-04-18,D-00068,Diego (AE),Demo,Sent Proposal,30
ACT-002297,2025-02-02,D-00011,Eva (SDR),WhatsApp,Follow-up,0
ACT-002298,2025-11-07,D-00131,Carla (AE),Meeting,Sent Proposal,40
ACT-002299,2025-05-28,D-00153,Ana (AE),Demo,Connected,61
ACT-002300,2025-08-11,D-00510,Eva (SDR),Demo,Connected,18
ACT-002301,2025-08-23,D-00250,Carla (AE),WhatsApp,Connected,0
ACT-002302,2025-04-30,D-00134,Ana (AE),Call,No Answer,11
ACT-002303,2025-01-17,D-00417,Ana (AE),Email,Connected,0
ACT-002304,2026-01-04,D-00059,Carla (AE),WhatsApp,Follow-up,0
ACT-002305,2026-01-16,D-00451,Ana (AE),Email,No Answer,0
ACT-002306,2026-02-13,D-00099,Carla (AE),Meeting,Connected,14
ACT-002307,2025-06-10,D-00024,Bruno (AE),Demo,Connected,14
ACT-002308,2025-07-20,D-00481,Carla (AE),Email,Follow-up,0
ACT-002309,2026-01-12,D-00163,Diego (AE),WhatsApp,Follow-up,0
ACT-002310,2025-08-23,D-00123,Ana (AE),Email,Demo Scheduled,0
ACT-002311,2024-12-03,D-00283,Ana (AE),Meeting,No Answer,24
ACT-002312,2025-12-03,D-00084,Bruno (AE),Demo,No Answer,6
ACT-002313,2025-01-15,D-00514,Diego (AE),Email,Follow-up,0
ACT-002314,2026-02-17,D-00378,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-002315,2025-10-26,D-00403,Carla (AE),Demo,Demo Scheduled,10
ACT-002316,2024-11-18,D-00393,Diego (AE),WhatsApp,Sent Proposal,0
ACT-002317,2026-02-15,D-00087,Ana (AE),Meeting,No Answer,51
ACT-002318,2025-04-03,D-00062,Ana (AE),Meeting,Demo Scheduled,37
ACT-002319,2025-08-27,D-00308,Eva (SDR),Email,No Answer,0
ACT-002320,2025-08-23,D-00202,Carla (AE),Meeting,Connected,33
ACT-002321,2025-08-17,D-00427,Carla (AE),Call,Follow-up,53
ACT-002322,2026-01-06,D-00172,Carla (AE),Call,Demo Scheduled,54
ACT-002323,2025-04-11,D-00138,Ana (AE),Demo,Connected,42
ACT-002324,2025-01-18,D-00151,Carla (AE),Call,No Answer,22
ACT-002325,2026-01-01,D-00352,Diego (AE),Meeting,Connected,24
ACT-002326,2025-05-23,D-00104,Eva (SDR),Demo,Follow-up,10
ACT-002327,2025-12-28,D-00505,Ana (AE),Demo,Follow-up,57
ACT-002328,2025-02-09,D-00152,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-002329,2026-02-17,D-00087,Ana (AE),Meeting,No Answer,33
ACT-002330,2026-01-25,D-00206,Eva (SDR),Email,Connected,0
ACT-002331,2025-03-03,D-00138,Ana (AE),Demo,Sent Proposal,28
ACT-002332,2025-08-17,D-00375,Eva (SDR),Email,Connected,0
ACT-002333,2025-01-04,D-00252,Ana (AE),Demo,Sent Proposal,9
ACT-002334,2025-08-17,D-00247,Ana (AE),Call,Demo Scheduled,72
ACT-002335,2025-07-27,D-00512,Bruno (AE),Call,Sent Proposal,39
ACT-002336,2025-01-12,D-00379,Bruno (AE),WhatsApp,No Answer,0
ACT-002337,2026-01-06,D-00276,Bruno (AE),Email,No Answer,0
ACT-002338,2025-06-23,D-00275,Carla (AE),Demo,No Answer,35
ACT-002339,2025-04-11,D-00448,Eva (SDR),Meeting,Sent Proposal,39
ACT-002340,2025-10-07,D-00403,Carla (AE),Demo,Follow-up,69
ACT-002341,2026-01-20,D-00392,Ana (AE),Email,Sent Proposal,0
ACT-002342,2025-04-08,D-00130,Diego (AE),Call,Connected,7
ACT-002343,2025-04-06,D-00009,Bruno (AE),Email,Demo Scheduled,0
ACT-002344,2025-12-21,D-00314,Carla (AE),Call,No Answer,56
ACT-002345,2025-08-28,D-00147,Eva (SDR),WhatsApp,No Answer,0
ACT-002346,2026-01-03,D-00391,Ana (AE),Email,No Answer,0
ACT-002347,2026-01-24,D-00116,Carla (AE),Call,Demo Scheduled,40
ACT-002348,2025-08-18,D-00140,Eva (SDR),Email,Follow-up,0
ACT-002349,2025-03-30,D-00122,Carla (AE),Call,Connected,41
ACT-002350,2025-08-19,D-00054,Eva (SDR),Meeting,Follow-up,36
ACT-002351,2025-08-01,D-00162,Eva (SDR),WhatsApp,No Answer,0
ACT-002352,2026-02-05,D-00325,Carla (AE),Email,Follow-up,0
ACT-002353,2026-01-14,D-00058,Bruno (AE),Meeting,Connected,63
ACT-002354,2025-01-04,D-00232,Diego (AE),Demo,Follow-up,7
ACT-002355,2026-02-16,D-00031,Diego (AE),Meeting,Follow-up,68
ACT-002356,2025-12-11,D-00365,Diego (AE),Call,Connected,52
ACT-002357,2025-01-12,D-00458,Bruno (AE),Demo,Follow-up,45
ACT-002358,2026-02-15,D-00161,Carla (AE),Email,Sent Proposal,0
ACT-002359,2026-02-05,D-00287,Ana (AE),Demo,No Answer,69
ACT-002360,2026-02-01,D-00472,Eva (SDR),Email,Follow-up,0
ACT-002361,2026-02-08,D-00511,Ana (AE),Call,Connected,25
ACT-002362,2025-01-17,D-00026,Eva (SDR),Email,No Answer,0
ACT-002363,2025-02-04,D-00152,Bruno (AE),Demo,No Answer,21
ACT-002364,2025-03-31,D-00441,Eva (SDR),Meeting,No Answer,29
ACT-002365,2025-06-22,D-00480,Diego (AE),Call,Sent Proposal,10
ACT-002366,2025-10-28,D-00366,Ana (AE),WhatsApp,Sent Proposal,0
ACT-002367,2025-10-06,D-00065,Eva (SDR),Demo,No Answer,71
ACT-002368,2025-11-13,D-00047,Bruno (AE),Call,Connected,27
ACT-002369,2025-01-01,D-00132,Ana (AE),Email,No Answer,0
ACT-002370,2025-03-22,D-00200,Carla (AE),Email,Follow-up,0
ACT-002371,2025-03-16,D-00233,Eva (SDR),Meeting,Connected,32
ACT-002372,2026-01-28,D-00408,Eva (SDR),WhatsApp,Follow-up,0
ACT-002373,2025-10-22,D-00507,Diego (AE),Demo,Connected,30
ACT-002374,2025-09-11,D-00388,Bruno (AE),Email,Follow-up,0
ACT-002375,2025-07-04,D-00401,Diego (AE),Demo,Connected,28
ACT-002376,2025-09-22,D-00497,Eva (SDR),Email,Follow-up,0
ACT-002377,2025-09-04,D-00361,Diego (AE),Demo,Connected,24
ACT-002378,2024-10-29,D-00454,Eva (SDR),Meeting,Connected,71
ACT-002379,2025-01-07,D-00179,Ana (AE),Email,Demo Scheduled,0
ACT-002380,2026-02-05,D-00228,Ana (AE),Call,Connected,59
ACT-002381,2025-08-03,D-00090,Carla (AE),Email,Connected,0
ACT-002382,2024-12-17,D-00407,Eva (SDR),Demo,Follow-up,63
ACT-002383,2026-01-13,D-00047,Bruno (AE),Call,Follow-up,20
ACT-002384,2025-03-04,D-00518,Bruno (AE),WhatsApp,Connected,0
ACT-002385,2025-02-01,D-00040,Bruno (AE),Call,Connected,55
ACT-002386,2024-12-17,D-00103,Bruno (AE),Meeting,Sent Proposal,75
ACT-002387,2026-02-11,D-00228,Ana (AE),Meeting,Follow-up,28
ACT-002388,2025-10-21,D-00092,Eva (SDR),Meeting,Demo Scheduled,60
ACT-002389,2025-05-09,D-00269,Carla (AE),Demo,Demo Scheduled,66
ACT-002390,2026-01-10,D-00206,Eva (SDR),Email,Connected,0
ACT-002391,2025-02-23,D-00149,Ana (AE),Demo,Sent Proposal,24
ACT-002392,2025-06-17,D-00146,Ana (AE),Demo,Follow-up,18
ACT-002393,2026-01-26,D-00300,Ana (AE),Demo,No Answer,24
ACT-002394,2025-01-18,D-00189,Bruno (AE),WhatsApp,No Answer,0
ACT-002395,2026-01-08,D-00059,Carla (AE),Call,Demo Scheduled,48
ACT-002396,2025-12-16,D-00217,Bruno (AE),Meeting,Sent Proposal,36
ACT-002397,2025-11-10,D-00491,Carla (AE),Call,Follow-up,73
ACT-002398,2026-02-05,D-00057,Carla (AE),Email,Demo Scheduled,0
ACT-002399,2024-12-12,D-00283,Ana (AE),WhatsApp,Connected,0
ACT-002400,2025-01-13,D-00323,Diego (AE),Demo,Sent Proposal,20
ACT-002401,2025-06-11,D-00332,Carla (AE),Call,Follow-up,33
ACT-002402,2025-10-17,D-00395,Carla (AE),Email,Connected,0
ACT-002403,2025-04-08,D-00294,Bruno (AE),Call,Demo Scheduled,65
ACT-002404,2025-11-09,D-00375,Eva (SDR),Call,Follow-up,65
ACT-002405,2025-12-25,D-00047,Bruno (AE),Email,Follow-up,0
ACT-002406,2025-06-16,D-00179,Ana (AE),Meeting,No Answer,59
ACT-002407,2025-04-17,D-00275,Carla (AE),Call,Demo Scheduled,48
ACT-002408,2025-07-19,D-00338,Bruno (AE),Email,Follow-up,0
ACT-002409,2025-05-03,D-00094,Diego (AE),WhatsApp,Follow-up,0
ACT-002410,2026-02-10,D-00217,Bruno (AE),Email,Follow-up,0
ACT-002411,2025-10-10,D-00367,Diego (AE),Call,Demo Scheduled,22
ACT-002412,2025-07-01,D-00019,Bruno (AE),Call,Sent Proposal,6
ACT-002413,2026-02-13,D-00073,Ana (AE),Demo,No Answer,22
ACT-002414,2025-07-25,D-00092,Eva (SDR),Email,Sent Proposal,0
ACT-002415,2025-09-07,D-00250,Carla (AE),Demo,Follow-up,64
ACT-002416,2025-02-27,D-00465,Eva (SDR),Call,Sent Proposal,65
ACT-002417,2024-11-08,D-00221,Diego (AE),Call,No Answer,66
ACT-002418,2025-09-20,D-00237,Carla (AE),WhatsApp,Sent Proposal,0
ACT-002419,2025-05-28,D-00190,Diego (AE),Email,No Answer,0
ACT-002420,2026-02-01,D-00029,Diego (AE),Demo,Follow-up,72
ACT-002421,2026-01-29,D-00487,Ana (AE),Email,Connected,0
ACT-002422,2025-06-09,D-00213,Diego (AE),Demo,Follow-up,44
ACT-002423,2025-11-23,D-00208,Ana (AE),Meeting,Follow-up,53
ACT-002424,2025-07-10,D-00337,Ana (AE),Call,Sent Proposal,47
ACT-002425,2026-01-25,D-00187,Ana (AE),Call,Connected,20
ACT-002426,2026-01-02,D-00071,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-002427,2025-05-22,D-00498,Ana (AE),Email,Connected,0
ACT-002428,2025-06-11,D-00468,Bruno (AE),Email,Follow-up,0
ACT-002429,2024-10-11,D-00002,Diego (AE),Email,Follow-up,0
ACT-002430,2026-01-30,D-00406,Ana (AE),Email,Follow-up,0
ACT-002431,2025-12-25,D-00446,Eva (SDR),Email,Follow-up,0
ACT-002432,2025-10-12,D-00461,Eva (SDR),Demo,Connected,30
ACT-002433,2025-11-30,D-00395,Carla (AE),Email,Sent Proposal,0
ACT-002434,2025-03-01,D-00264,Diego (AE),Call,No Answer,50
ACT-002435,2025-01-11,D-00323,Diego (AE),Email,Connected,0
ACT-002436,2025-02-28,D-00396,Carla (AE),Meeting,Follow-up,64
ACT-002437,2025-05-15,D-00452,Carla (AE),Call,Follow-up,50
ACT-002438,2026-02-04,D-00141,Diego (AE),Meeting,Connected,31
ACT-002439,2025-12-11,D-00051,Eva (SDR),Meeting,Follow-up,27
ACT-002440,2024-12-19,D-00377,Carla (AE),Call,Follow-up,64
ACT-002441,2025-06-13,D-00424,Diego (AE),Email,Connected,0
ACT-002442,2025-12-28,D-00081,Ana (AE),Meeting,Sent Proposal,47
ACT-002443,2025-09-28,D-00403,Carla (AE),Demo,No Answer,60
ACT-002444,2026-01-26,D-00254,Carla (AE),Demo,Demo Scheduled,42
ACT-002445,2025-12-22,D-00227,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-002446,2026-02-07,D-00313,Diego (AE),Call,Follow-up,36
ACT-002447,2025-05-21,D-00249,Diego (AE),Email,No Answer,0
ACT-002448,2025-05-05,D-00232,Diego (AE),Demo,Demo Scheduled,38
ACT-002449,2025-10-08,D-00018,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-002450,2024-11-02,D-00176,Diego (AE),Call,Follow-up,69
ACT-002451,2025-06-05,D-00431,Ana (AE),Meeting,No Answer,32
ACT-002452,2025-05-20,D-00277,Ana (AE),Call,Connected,6
ACT-002453,2025-04-04,D-00457,Carla (AE),Call,Connected,66
ACT-002454,2026-02-18,D-00045,Eva (SDR),Email,Demo Scheduled,0
ACT-002455,2025-10-18,D-00357,Eva (SDR),Email,Follow-up,0
ACT-002456,2026-02-15,D-00423,Bruno (AE),Email,Demo Scheduled,0
ACT-002457,2025-04-04,D-00136,Ana (AE),Call,Connected,43
ACT-002458,2026-02-01,D-00285,Eva (SDR),Email,No Answer,0
ACT-002459,2024-11-17,D-00066,Ana (AE),WhatsApp,Connected,0
ACT-002460,2026-02-16,D-00056,Ana (AE),Call,Demo Scheduled,50
ACT-002461,2026-01-01,D-00110,Diego (AE),WhatsApp,Connected,0
ACT-002462,2024-12-09,D-00473,Bruno (AE),Demo,Demo Scheduled,72
ACT-002463,2025-03-20,D-00402,Bruno (AE),Email,No Answer,0
ACT-002464,2024-11-21,D-00483,Carla (AE),Meeting,No Answer,15
ACT-002465,2025-12-28,D-00224,Ana (AE),Email,No Answer,0
ACT-002466,2025-10-13,D-00306,Carla (AE),Email,No Answer,0
ACT-002467,2025-05-02,D-00398,Eva (SDR),Call,Connected,74
ACT-002468,2024-12-25,D-00380,Bruno (AE),Demo,Connected,28
ACT-002469,2025-03-10,D-00196,Bruno (AE),Call,Follow-up,22
ACT-002470,2025-03-12,D-00035,Carla (AE),Call,No Answer,28
ACT-002471,2026-02-01,D-00272,Eva (SDR),Call,Connected,43
ACT-002472,2025-01-29,D-00238,Diego (AE),WhatsApp,No Answer,0
ACT-002473,2026-02-14,D-00406,Ana (AE),WhatsApp,Connected,0
ACT-002474,2025-07-09,D-00322,Ana (AE),Meeting,Connected,11
ACT-002475,2025-10-30,D-00157,Diego (AE),Meeting,Sent Proposal,61
ACT-002476,2025-01-15,D-00293,Bruno (AE),Email,Connected,0
ACT-002477,2025-12-25,D-00039,Bruno (AE),Call,No Answer,24
ACT-002478,2025-07-31,D-00234,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-002479,2025-03-07,D-00049,Ana (AE),Call,Follow-up,40
ACT-002480,2026-02-04,D-00433,Carla (AE),Email,No Answer,0
ACT-002481,2025-08-30,D-00345,Bruno (AE),Call,Connected,24
ACT-002482,2025-11-05,D-00240,Diego (AE),Call,Connected,56
ACT-002483,2025-05-17,D-00111,Bruno (AE),Call,Connected,7
ACT-002484,2024-12-01,D-00225,Diego (AE),Email,No Answer,0
ACT-002485,2026-02-16,D-00070,Ana (AE),Meeting,Follow-up,59
ACT-002486,2025-07-02,D-00468,Bruno (AE),Demo,Connected,59
ACT-002487,2025-09-06,D-00146,Ana (AE),Meeting,No Answer,45
ACT-002488,2025-02-21,D-00256,Carla (AE),Call,Follow-up,31
ACT-002489,2025-11-28,D-00058,Bruno (AE),Demo,Connected,34
ACT-002490,2026-02-12,D-00265,Bruno (AE),Email,Connected,0
ACT-002491,2025-11-26,D-00222,Ana (AE),WhatsApp,Sent Proposal,0
ACT-002492,2024-09-30,D-00135,Diego (AE),Call,Connected,13
ACT-002493,2025-12-28,D-00017,Ana (AE),Email,Connected,0
ACT-002494,2026-02-07,D-00168,Diego (AE),WhatsApp,Connected,0
ACT-002495,2025-02-03,D-00383,Bruno (AE),Email,Demo Scheduled,0
ACT-002496,2025-06-27,D-00424,Diego (AE),Meeting,Follow-up,18
ACT-002497,2025-08-27,D-00488,Diego (AE),Email,Connected,0
ACT-002498,2025-07-31,D-00109,Ana (AE),WhatsApp,Follow-up,0
ACT-002499,2025-02-03,D-00188,Eva (SDR),Call,No Answer,74
ACT-002500,2025-03-07,D-00233,Eva (SDR),Demo,No Answer,65
ACT-002501,2025-03-06,D-00152,Bruno (AE),Meeting,Sent Proposal,28
ACT-002502,2026-02-15,D-00160,Ana (AE),Meeting,Demo Scheduled,48
ACT-002503,2025-12-12,D-00395,Carla (AE),WhatsApp,Connected,0
ACT-002504,2026-02-13,D-00261,Diego (AE),Meeting,Follow-up,36
ACT-002505,2025-04-19,D-00498,Ana (AE),Meeting,No Answer,14
ACT-002506,2025-03-17,D-00191,Eva (SDR),Call,Connected,11
ACT-002507,2025-12-29,D-00123,Ana (AE),Email,Follow-up,0
ACT-002508,2025-01-26,D-00242,Carla (AE),Demo,Follow-up,11
ACT-002509,2025-03-06,D-00076,Bruno (AE),Demo,Demo Scheduled,67
ACT-002510,2026-01-16,D-00299,Carla (AE),Call,Follow-up,33
ACT-002511,2025-12-31,D-00155,Diego (AE),Call,Sent Proposal,37
ACT-002512,2025-06-09,D-00364,Ana (AE),Meeting,Follow-up,19
ACT-002513,2024-12-10,D-00506,Bruno (AE),Call,Connected,68
ACT-002514,2025-05-11,D-00398,Eva (SDR),Call,Follow-up,28
ACT-002515,2025-11-17,D-00168,Diego (AE),Email,Connected,0
ACT-002516,2025-11-05,D-00148,Bruno (AE),Email,No Answer,0
ACT-002517,2025-03-07,D-00329,Bruno (AE),Meeting,Follow-up,29
ACT-002518,2025-02-20,D-00200,Carla (AE),Meeting,Demo Scheduled,30
ACT-002519,2025-08-18,D-00297,Ana (AE),Email,Demo Scheduled,0
ACT-002520,2025-07-15,D-00019,Bruno (AE),Meeting,Follow-up,70
ACT-002521,2024-09-28,D-00339,Bruno (AE),Email,Connected,0
ACT-002522,2025-12-04,D-00171,Carla (AE),Demo,Follow-up,53
ACT-002523,2025-10-26,D-00520,Eva (SDR),Call,Demo Scheduled,45
ACT-002524,2025-11-29,D-00195,Diego (AE),Email,Follow-up,0
